id	file	line	kind	status	code	text
COPY_8c65bb49dfdc	App/Home/HomePage.swift	420	bilingual_pair	paired	"t(""远端方案会继续在后台处理。你可以点开查看等待页，也可以稍后回来继续。"", ""The remote pipeline will keep running in the background. You can open the waiting screen now, or come back later."")"	The remote pipeline will keep running in the background. You can open the waiting screen now, or come back later.
COPY_617be9fae602	App/Home/HomePage.swift	432	bilingual_pair	paired	"t(""开始拍摄"", ""Start Capture"")"	Start Capture
COPY_f0d4048c9b3c	App/Home/HomePage.swift	445	bilingual_pair	paired	"t(""训练速度方案"", ""Training Speed"")"	Training Speed
COPY_65b0d282d203	App/Home/HomePage.swift	448	bilingual_pair	paired	"t(""全量保质量，半量和三分之一用更少的输入帧换更短的总耗时。拍摄和相册导入都会走这里的选择。"", ""Full keeps the highest quality. Half and one-third trade fewer input frames for shorter total runtime. Both capture and photo import use the selection here."")"	Full keeps the highest quality. Half and one-third trade fewer input frames for shorter total runtime. Both capture and photo import use the selection here.
COPY_878a7d6b79d1	App/Home/HomePage.swift	473	bilingual_pair	paired	"t(""本地处理节奏"", ""Local Processing Profile"")"	Local Processing Profile
COPY_5399db8198db	App/Home/HomePage.swift	476	bilingual_pair	paired	"t(""本地方案固定走手机本地链路：拍摄时保留轻量点图反馈，拍完后再做深度先验、高斯初始化、本地 refine、cutout 和保守 cleanup。这里不再提供远端那组三档速度。"", ""The local route always uses the on-device pipeline: lightweight pointmap feedback during capture, then depth prior, Gaussian initialization, local refine, cutout, and conservative cleanup after capture. The cloud speed presets do not apply here."")"	The local route always uses the on-device pipeline: lightweight pointmap feedback during capture, then depth prior, Gaussian initialization, local refine, cutout, and conservative cleanup after capture. The cloud speed presets do not apply here.
COPY_6b030555d018	App/Home/HomePage.swift	482	bilingual_pair	paired	"t(""关键帧预算"", ""Keyframe Budget"")"	Keyframe Budget
COPY_798ba4a2b39d	App/Home/HomePage.swift	483	bilingual_pair	paired	"t(""60-120 张"", ""60-120 frames"")"	60-120 frames
COPY_1fd9aa5e6749	App/Home/HomePage.swift	487	bilingual_pair	paired	"t(""处理方式"", ""Pipeline"")"	Pipeline
COPY_aeab5837dfe4	App/Home/HomePage.swift	488	bilingual_pair	paired	"t(""本地链路"", ""On-Device"")"	On-Device
COPY_1879ee1f3385	App/Home/HomePage.swift	492	bilingual_pair	paired	"t(""速度档位"", ""Speed Preset"")"	Speed Preset
COPY_0bcbe1c34169	App/Home/HomePage.swift	493	bilingual_pair	paired	"t(""固定一档"", ""Single Fixed Tier"")"	Single Fixed Tier
COPY_1ed275deb774	App/Home/HomePage.swift	513	bilingual_pair	paired	"t(""处理方案"", ""Processing Mode"")"	Processing Mode
COPY_59b8096f0ea0	App/Home/HomePage.swift	516	bilingual_pair	paired	"t(""这里只有两条主路线：远端高质量和本地处理。本地方案就是手机本地链路。"", ""There are only two main routes here: remote high quality and local processing. The local route is simply the on-device pipeline."")"	There are only two main routes here: remote high quality and local processing. The local route is simply the on-device pipeline.
COPY_e7b616c8f6d5	App/Home/HomePage.swift	623	bilingual_pair	paired	"t(""选择视频"", ""Choose Video"")"	Choose Video
COPY_cfef9b4933ea	App/Home/HomePage.swift	640	bilingual_pair	paired	"t(""选择视频"", ""Choose Video"")"	Choose Video
COPY_8a4751973423	App/Home/HomePage.swift	713	source_literal	needs_translation	"Text(""中/A"")"	
COPY_474da3291b13	App/Home/HomePage.swift	728	bilingual_pair	paired	"t(""切换中英文"", ""Switch Language"")"	Switch Language
COPY_b92f3819aa77	App/Home/HomePage.swift	773	source_literal	needs_translation	"return backend == .cloud ? ""远端"" : ""本地"""	
COPY_b92f3819aa77	App/Home/HomePage.swift	773	source_literal	needs_translation	"return backend == .cloud ? ""远端"" : ""本地"""	
COPY_3b17fb60d399	App/Home/HomePage.swift	781	source_literal	needs_translation	"return backend == .cloud ? ""高质量"" : ""本地处理"""	
COPY_3b17fb60d399	App/Home/HomePage.swift	781	source_literal	needs_translation	"return backend == .cloud ? ""高质量"" : ""本地处理"""	
COPY_f56dba2c28d2	App/Home/HomePage.swift	802	source_literal	needs_translation	"progress(""正在从相册导出原始视频..."")"	
COPY_a6b1964abafe	App/Home/HomePage.swift	816	source_literal	needs_translation	"progress(""正在读取相册视频（大视频可能需要几分钟）..."")"	
COPY_710192e81fd5	App/Home/HomePage.swift	819	source_literal	needs_translation	"timeoutMessage: ""读取照片库超时，请保持当前页面打开，或稍后再试"""	
COPY_4974c09ca500	App/Home/HomePage.swift	833	source_literal	needs_translation	"userInfo: [NSLocalizedDescriptionKey: ""没有拿到可用的视频文件""]"	
COPY_89ca94771e37	App/Home/HomePage.swift	879	source_literal	needs_translation	"progress(""正在从相册导出原始视频..."")"	
COPY_111cf9377128	App/Home/HomePage.swift	883	source_literal	needs_translation	"progress(""正在从相册导出原始视频 \(formattedSize(uploaded)) / \(formattedSize(totalBytes))"")"	
COPY_db0d144d3d9f	App/Home/HomePage.swift	896	source_literal	needs_translation	"userInfo: [NSLocalizedDescriptionKey: ""从相册导出原始视频超时，请保持当前页面打开，或稍后再试""]"	
COPY_d11f9408bc1b	App/Home/HomePage.swift	923	source_literal	needs_translation	"timeoutMessage: String = ""读取照片库超时，请换一个本地视频或稍后再试"","	
COPY_d2c57d905a9e	App/Home/HomePage.swift	963	source_literal	needs_translation	"userInfo: [NSLocalizedDescriptionKey: ""没有拿到可用的视频文件""]"	
COPY_8088d773d05b	App/Home/HomeViewModel.swift	133	source_literal	needs_translation	"busyMessage = ""正在准备所选视频..."""	
COPY_52f8478e5533	App/Home/HomeViewModel.swift	171	source_literal	needs_translation	"? ""正在准备后台上传任务"""	
COPY_d9f2a8bc3462	App/Home/HomeViewModel.swift	172	source_literal	needs_translation	": ""正在准备本地处理"","	
COPY_ba2ce89156e5	App/Home/HomeViewModel.swift	174	source_literal	needs_translation	"? ""只有这次你手动选择的视频会进入后台上传与训练队列；过去的旧素材不会自动重发。"""	
COPY_32068acfd87f	App/Home/HomeViewModel.swift	175	source_literal	needs_translation	": ""这次会先在手机上走本地处理链路：单目点图、cutout，再做保守 cleanup。"","	
COPY_74bf710a9c77	App/Home/HomeViewModel.swift	197	source_literal	needs_translation	": ""正在启动本地处理..."""	
COPY_5ed3a5009451	App/Home/HomeViewModel.swift	201	source_literal	needs_translation	"errorMessage = ""这个视频暂时无法导入，请换一个视频再试。"""	
COPY_e69b4f7966e9	App/Home/HomeViewModel.swift	211	source_literal	needs_translation	"errorMessage = ""找不到原始视频，暂时无法重试。"""	
COPY_54be75eab0c9	App/Home/HomeViewModel.swift	216	source_literal	needs_translation	"errorMessage = ""原始视频已经不在本地，暂时无法重试。"""	
COPY_a49982290081	App/Home/HomeViewModel.swift	225	source_literal	needs_translation	"? ""正在重新启动本地处理"""	
COPY_97065c9af761	App/Home/HomeViewModel.swift	226	source_literal	needs_translation	": ""正在重新发起远端训练"","	
COPY_b7ca643bfb99	App/Home/HomeViewModel.swift	228	source_literal	needs_translation	"? ""这次会重新走手机本地处理链路。"""	
COPY_9753f83dc9ec	App/Home/HomeViewModel.swift	229	source_literal	needs_translation	": ""这次会重新走后台上传与远端调度流程。"","	
COPY_05e75ecb7748	App/Home/HomeViewModel.swift	350	source_literal	needs_translation	"detailMessage: ""正在建立本地单目深度先验，后面会继续做 cutout 和保守 cleanup。"","	
COPY_ae24cbef24f0	App/Home/HomeViewModel.swift	385	source_literal	needs_translation	"statusMessage: ""本地结果已生成"","	
COPY_5b80b4b04a66	App/Home/HomeViewModel.swift	402	source_literal	needs_translation	"statusMessage: ""本地处理失败了"","	
COPY_aaeb9b95e504	App/Home/HomeViewModel.swift	425	source_literal	needs_translation	"errorMessage = ""这次任务还没有远端任务号，暂时无法取消。"""	
COPY_3f5c37c1adf3	App/Home/HomeViewModel.swift	432	source_literal	needs_translation	"statusMessage: ""正在取消远端任务"","	
COPY_81d3b38bb06c	App/Home/HomeViewModel.swift	433	source_literal	needs_translation	"detailMessage: ""会停止当前远端处理，并保留当前素材方便稍后重试。"","	
COPY_9793565242c6	App/Home/HomeViewModel.swift	449	source_literal	needs_translation	"statusMessage: cancelled ? ""你已取消这次远端任务"" : ""远端任务取消请求已发出"","	
COPY_9793565242c6	App/Home/HomeViewModel.swift	449	source_literal	needs_translation	"statusMessage: cancelled ? ""你已取消这次远端任务"" : ""远端任务取消请求已发出"","	
COPY_1284626005e6	App/Home/HomeViewModel.swift	451	source_literal	needs_translation	"? ""远端任务已停止，原始视频仍保留在本地，随时可以重试。"""	
COPY_6087453f96d7	App/Home/HomeViewModel.swift	452	source_literal	needs_translation	": ""控制平面已经收到了取消请求，但还没等到远端 worker 真正确认停下；我会继续保留这条远端任务号，避免后台其实还在跑。"","	
COPY_484fd9ebb3a3	App/Home/HomeViewModel.swift	525	source_literal	needs_translation	"statusMessage: ""回传到手机时失败了"","	
COPY_c70ee4327508	App/Home/HomeViewModel.swift	526	source_literal	needs_translation	"detailMessage: ""请保持网络稳定后重试。"","	
COPY_8f204acbd75b	App/Home/HomeViewModel.swift	586	source_literal	needs_translation	"return ""远端已经完成，正在把 3DGS 结果继续回传到手机并写入本地记录。"""	
COPY_4017b6525cca	App/Home/HomeViewModel.swift	589	source_literal	needs_translation	"return ""已经重新连上后台任务状态服务，正在立刻确认这条任务是不是已经被后端接单并开始处理。"""	
COPY_828f367edfc1	App/Home/HomeViewModel.swift	591	source_literal	needs_translation	"return ""已经重新连上后台任务状态服务，正在继续拉取这次任务的最新进度。"""	
COPY_aa35cf0d0091	App/Home/HomeViewModel.swift	699	source_literal	needs_translation	"statusMessage: ""远端不可用，正在切到本地处理"","	
COPY_0da2856a6922	App/Home/HomeViewModel.swift	700	source_literal	needs_translation	"detailMessage: ""这次会退回到手机本地导出。"","	
COPY_217bb3ca3d7a	App/Home/HomeViewModel.swift	735	source_literal	needs_translation	"return ""远端等待超时了。请稍后重试，或者换一个网络环境。"""	
COPY_46c1f4807aa4	App/Home/HomeViewModel.swift	737	source_literal	needs_translation	"return ""视频上传没有完成，请确认手机网络后重试。"""	
COPY_9042c0cc25d9	App/Home/HomeViewModel.swift	739	source_literal	needs_translation	"return ""3DGS 已经生成，但回传手机时失败了，请稍后重试。"""	
COPY_f9fb173305f5	App/Home/HomeViewModel.swift	741	source_literal	needs_translation	"return ""远端训练长时间没有推进，已经停止本次任务。"""	
COPY_6c064b708919	App/Home/HomeViewModel.swift	743	source_literal	needs_translation	"return ""丹麦 5090 当前不可用，请稍后再试。"""	
COPY_6e6f64fe3c4b	App/Home/HomeViewModel.swift	745	source_literal	needs_translation	"return ""这个视频暂时不适合进入白盒流程，请换一个视频再试。"""	
COPY_7abc6f0debe7	App/Home/HomeViewModel.swift	747	source_literal	needs_translation	"return ""远端显存不足，建议缩短视频或降低复杂度后重试。"""	
COPY_e680b2de8318	App/Home/HomeViewModel.swift	749	source_literal	needs_translation	"return ""远端返回了异常结果，请稍后重试。"""	
COPY_c97a381575b2	App/Home/HomeViewModel.swift	764	source_literal	needs_translation	"return ""上传已中断"""	
COPY_f785b932f796	App/Home/HomeViewModel.swift	766	source_literal	needs_translation	"return ""回传到手机时失败了"""	
COPY_e3fa1fb1e6f3	App/Home/HomeViewModel.swift	768	source_literal	needs_translation	"return ""远端等待超时"""	
COPY_3769d7d7599d	App/Home/HomeViewModel.swift	770	source_literal	needs_translation	"return ""远端生成失败"""	
COPY_f65c82edac95	App/Home/LocalPreviewImportRunner.swift	485	source_literal	needs_translation	"let foregroundRequiredDetail = ""iOS 不允许本地深度先验在后台继续提交 GPU 工作，请保持 app 停留前台，回到前台后会继续。"""	
COPY_e1386c45d119	App/Home/LocalPreviewImportRunner.swift	523	source_literal	needs_translation	"var components = [""当前 \(currentGaussians) 个训练高斯""]"	
COPY_58f4fda22b3d	App/Home/LocalPreviewImportRunner.swift	525	source_literal	needs_translation	"components.append(""训练峰值 \(peakGaussians) 个"")"	
COPY_14e9311f8bfc	App/Home/LocalPreviewImportRunner.swift	528	source_literal	needs_translation	"components.append(""含 pending 的工作集峰值 \(peakWorkingSet) 个"")"	
COPY_1ec260b343c7	App/Home/LocalPreviewImportRunner.swift	627	source_literal	needs_translation	"return ""\(ingestedFrames) / \(enqueuedFrames) 帧 · depth \(ready)/\(batches) · 排队 \(backlogFrames)"""	
COPY_b1ccc5fdf7a3	App/Home/LocalPreviewImportRunner.swift	629	source_literal	needs_translation	"return ""\(ingestedFrames) / \(enqueuedFrames) 帧 · depth \(ready)/\(batches)"""	
COPY_67ed36e519b6	App/Home/LocalPreviewImportRunner.swift	632	source_literal	needs_translation	"return ""\(ingestedFrames) / \(enqueuedFrames) 帧 · 排队 \(backlogFrames) 帧"""	
COPY_66dea85275c9	App/Home/LocalPreviewImportRunner.swift	634	source_literal	needs_translation	"return ""\(ingestedFrames) / \(enqueuedFrames) 帧"""	
COPY_20d54b219353	App/Home/LocalPreviewImportRunner.swift	636	source_literal	needs_translation	"return ""等待开始"""	
COPY_016acce2f849	App/Home/LocalPreviewImportRunner.swift	655	source_literal	needs_translation	"return ""回放 \(processedFrames) / \(submittedFrames) · 关键帧 \(selectedFrames) / \(minimumSelectedFrames)"""	
COPY_08981f6131ba	App/Home/LocalPreviewImportRunner.swift	657	source_literal	needs_translation	"return ""关键帧 \(selectedFrames) / \(minimumSelectedFrames)"""	
COPY_81cbdc883d10	App/Home/LocalPreviewImportRunner.swift	661	source_literal	needs_translation	"return ""回放 \(processedFrames) / \(submittedFrames) · seed \(acceptedSeeds)"""	
COPY_f38c8e59548f	App/Home/LocalPreviewImportRunner.swift	663	source_literal	needs_translation	"return ""seed \(acceptedSeeds) · 帧 \(selectedFrames)"""	
COPY_42131c788ec0	App/Home/LocalPreviewImportRunner.swift	666	source_literal	needs_translation	"return ""回放 \(processedFrames) / \(submittedFrames) · 关键帧 \(selectedFrames)"""	
COPY_3c11c114e5b2	App/Home/LocalPreviewImportRunner.swift	668	source_literal	needs_translation	"return ""关键帧 \(selectedFrames) · 已达标"""	
COPY_e2913f1bacf1	App/Home/LocalPreviewImportRunner.swift	672	source_literal	needs_translation	"return ""回放 \(processedFrames) / \(submittedFrames) · seed \(acceptedSeeds)"""	
COPY_1a512411d030	App/Home/LocalPreviewImportRunner.swift	674	source_literal	needs_translation	"return ""seed \(acceptedSeeds) · 候选 \(candidateSeeds)"""	
COPY_47d2848d8430	App/Home/LocalPreviewImportRunner.swift	676	source_literal	needs_translation	"return ""等待开始"""	
COPY_bca6422672a6	App/Home/LocalPreviewImportRunner.swift	692	source_literal	needs_translation	"return ""\(trainingStep) 步 · \(gaussianCount) 个高斯"""	
COPY_43dc532a6b3d	App/Home/LocalPreviewImportRunner.swift	694	source_literal	needs_translation	"return ""\(trainingStep) 步"""	
COPY_b4b456c13565	App/Home/LocalPreviewImportRunner.swift	697	source_literal	needs_translation	"return ""\(gaussianCount) 个高斯 · 启动中"""	
COPY_809f3c9ab1c1	App/Home/LocalPreviewImportRunner.swift	700	source_literal	needs_translation	"return ""训练启动中"""	
COPY_d743d09e56ca	App/Home/LocalPreviewImportRunner.swift	702	source_literal	needs_translation	"return ""等待开始"""	
COPY_f5a3fcc2a86c	App/Home/LocalPreviewImportRunner.swift	749	source_literal	needs_translation	"metrics[""native_cutout_phase_metric_text""] = metrics[""native_cutout_phase_metric_text""] ?? ""处理中"""	
COPY_577860659cb0	App/Home/LocalPreviewImportRunner.swift	751	source_literal	needs_translation	"metrics[""native_cleanup_phase_metric_text""] = metrics[""native_cleanup_phase_metric_text""] ?? ""处理中"""	
COPY_ea9b4d151ad0	App/Home/LocalPreviewImportRunner.swift	753	source_literal	needs_translation	"metrics[""native_export_phase_metric_text""] = exported == true ? ""已完成"" : ""导出中"""	
COPY_ea9b4d151ad0	App/Home/LocalPreviewImportRunner.swift	753	source_literal	needs_translation	"metrics[""native_export_phase_metric_text""] = exported == true ? ""已完成"" : ""导出中"""	
COPY_e7b6383236ac	App/Home/LocalPreviewImportRunner.swift	907	source_literal	needs_translation	"return ""已送入队列 \(enqueuedFrames)/\(max(targetSubmittedFrames, 1)) 帧，native 已接收 \(processedFrames) 帧，排队中 \(nativeBacklog) 帧，depth 已回流 \(depthReady)/\(max(depthSubmitted, 1)) 批，正在建立可用于本地结果的几何先验。"""	
COPY_37c20a40bd2b	App/Home/LocalPreviewImportRunner.swift	909	source_literal	needs_translation	"return ""已送入队列 \(enqueuedFrames)/\(max(targetSubmittedFrames, 1)) 帧，native 已接收 \(processedFrames) 帧，排队中 \(nativeBacklog) 帧，正在建立可用于本地结果的几何先验。"""	
COPY_2ab4b70f36ca	App/Home/LocalPreviewImportRunner.swift	924	source_literal	needs_translation	"return ""当前已回放 \(processedClamped)/\(submittedFrames) 帧。"""	
COPY_105effda8153	App/Home/LocalPreviewImportRunner.swift	931	source_literal	needs_translation	"return ""深度先验已经回流，正在重放录制视频并补关键帧。当前有效关键帧 \(selectedFrames)/\(max(requiredSelectedFrames, 1))，达到后才开始初始化高斯种子。\(replayDetail)"""	
COPY_90cb74a24093	App/Home/LocalPreviewImportRunner.swift	935	source_literal	needs_translation	"return ""正在重放录制视频并补关键帧；当前有效关键帧 \(selectedFrames)/\(max(requiredSelectedFrames, 1))，候选 seed \(seedCandidates) 个，尚未满足本地初始化门槛。\(replayDetail)"""	
COPY_e31fb53a4294	App/Home/LocalPreviewImportRunner.swift	937	source_literal	needs_translation	"return ""正在重放录制视频并补关键帧；当前有效关键帧 \(selectedFrames)/\(max(requiredSelectedFrames, 1))，候选 seed \(seedCandidates) 个，已接受 \(acceptedSeeds) 个。\(replayDetail)"""	
COPY_d93e6a34b890	App/Home/LocalPreviewImportRunner.swift	941	source_literal	needs_translation	"return ""关键帧门槛已满足，正在继续重放录制视频并汇总 MVS 几何；候选 seed \(seedCandidates) 个，正在确认第一批稳定 seed。\(replayDetail)"""	
COPY_e95055bea763	App/Home/LocalPreviewImportRunner.swift	943	source_literal	needs_translation	"return ""关键帧门槛已满足，候选 seed \(seedCandidates) 个，正在确认第一批稳定 seed。"""	
COPY_7f188d6c8bb7	App/Home/LocalPreviewImportRunner.swift	946	source_literal	needs_translation	"return ""关键帧门槛已满足，候选 seed \(snapshot.onDeviceSeedCandidates) 个，已接受 \(snapshot.onDeviceSeedAccepted) 个；native 仍在继续回放录制视频补几何证据。\(replayDetail)"""	
COPY_7d96fa68808e	App/Home/LocalPreviewImportRunner.swift	948	source_literal	needs_translation	"return ""关键帧门槛已满足，候选 seed \(snapshot.onDeviceSeedCandidates) 个，已接受 \(snapshot.onDeviceSeedAccepted) 个。"""	
COPY_48d38b3a969b	App/Home/LocalPreviewImportRunner.swift	954	source_literal	needs_translation	"return ""本地 refine 已跑到 \(snapshot.training_step) 步，当前高斯 \(gaussianCount) 个，继续收口本地结果几何。"""	
COPY_2c226dab63aa	App/Home/LocalPreviewImportRunner.swift	956	source_literal	needs_translation	"return ""正在做 mask / boundary cutout，先把边界薄带和接触面保住。"""	
COPY_17fbbc3739cf	App/Home/LocalPreviewImportRunner.swift	958	source_literal	needs_translation	"return ""正在保守清理低覆盖碎边和浮空小块，同时尽量保住主体核心。"""	
COPY_2d57ed9fbc58	App/Home/LocalPreviewImportRunner.swift	960	source_literal	needs_translation	"return ""训练结果正在写出为本地 Gaussian 结果文件。"""	
COPY_9ac92900dbf7	App/Home/LocalPreviewImportRunner.swift	1096	source_literal	needs_translation	"format: """""""	
COPY_ac9d732e48dc	App/Home/LocalPreviewImportRunner.swift	1303	source_literal	needs_translation	"metrics[""native_cleanup_phase_metric_text""] = ""边界 cleanup"""	
COPY_e7fc97da5771	App/Home/LocalPreviewImportRunner.swift	1305	source_literal	needs_translation	"metrics[""native_export_phase_metric_text""] = exported ? ""已完成"" : ""导出失败"""	
COPY_e7fc97da5771	App/Home/LocalPreviewImportRunner.swift	1305	source_literal	needs_translation	"metrics[""native_export_phase_metric_text""] = exported ? ""已完成"" : ""导出失败"""	
COPY_28dfe16e3a7a	App/Home/LocalPreviewImportRunner.swift	1438	source_literal	needs_translation	"""本地结果已生成。这个结果导出的是本地 Gaussian 结果文件，不再回退成 TSDF/点云伪彩替代物。"""	
COPY_12644e4797d9	App/Home/LocalPreviewImportRunner.swift	1445	source_literal	needs_translation	"detailOverride: ""正在做 mask / boundary cutout，先把边界薄带和接触面站住。"""	
COPY_1c6477d62921	App/Home/LocalPreviewImportRunner.swift	1450	source_literal	needs_translation	"detailOverride: ""正在沿边界 mask 做最后收口，清理低置信碎边并尽量保住连续几何。"""	
COPY_b773a1455c4e	App/Home/LocalPreviewImportRunner.swift	1475	source_literal	needs_translation	"? ""split+\(cleanupStats.boundary_split_splats) / 移除 \(cleanupStats.cleanup_removed_splats)"""	
COPY_e73e0f291b9d	App/Home/LocalPreviewImportRunner.swift	1489	source_literal	needs_translation	"""本地结果已生成。结果已经过 mask / boundary cutout，并做了边界收口。"""	
COPY_e5741a10d42c	App/Home/LocalPreviewImportRunner.swift	1498	source_literal	needs_translation	"""本地结果在 cutout / cleanup 阶段失败了。raw artifact 已保留为 sidecar，但不会再回退成旧结果。"""	
